OrderID,OrderDate,PropertyID,ProductID,Quantity,City,Product,Price
1253,07-07-2015,18,68,1,Phoenix,Window Screen,30
1254,07-07-2015,19,84,1,Los Angeles,Tall Chair,75
1255,07-07-2015,20,53,1,San Francisco,Iron,20
1256,07-07-2015,13,21,3,New Orleans,Printer Paper,50
1257,07-07-2015,10,58,3,Arlington,Mirror,85
1258,08-07-2015,1,31,3,New York,Sticky Notes,20
1259,08-07-2015,20,9,1,San Francisco,Tissues,14
1260,08-07-2015,7,76,2,Boston,Ficus,80
1261,08-07-2015,5,51,2,Kansas City,Painting,85
1262,08-07-2015,17,43,2,Las Vegas,Table Lamp,38
1263,08-07-2015,17,65,3,Las Vegas,Ladder,89
1264,08-07-2015,19,64,3,Los Angeles,Gaffer's Tape,27
1265,08-07-2015,3,44,3,Portland,Floor Lamp,55
1266,08-07-2015,11,60,3,Atlanta,Portable Drill,195
1267,09-07-2015,9,45,1,Richmond,Computer Desk,102
1268,09-07-2015,7,26,2,Boston,Envelopes (Catalog),13
1269,09-07-2015,6,43,1,Orlando,Table Lamp,38
1270,09-07-2015,1,43,1,New York,Table Lamp,38
1271,09-07-2015,16,20,3,Denver,Pens,30
1272,09-07-2015,6,73,2,Orlando,Mop,15
1273,09-07-2015,3,74,2,Portland,Large Plant,35
1274,09-07-2015,12,61,2,Dallas,Tape Measure,8
1275,10-07-2015,20,50,1,San Francisco,Small Vase,33
1276,10-07-2015,20,67,2,San Francisco,Adjustable Wrench,10
1277,10-07-2015,13,5,2,New Orleans,Moisturizer,40
1278,10-07-2015,17,91,1,Las Vegas,Small Sign,14
1279,10-07-2015,4,47,2,Seattle,Swivel Chair,75
1280,10-07-2015,8,12,3,Philadelphia,Bed Sheet (King),29
1281,10-07-2015,13,57,3,New Orleans,Wireless Router,70
1282,10-07-2015,19,47,2,Los Angeles,Swivel Chair,75
1283,10-07-2015,14,69,2,Nashville,Door Knob,41
1284,10-07-2015,17,10,2,Las Vegas,Toilet Paper,19
1285,10-07-2015,14,63,2,Nashville,Duct Tape,27
1286,10-07-2015,15,59,1,Chicago,Screws,14
1287,11-07-2015,10,57,2,Arlington,Wireless Router,70
1288,11-07-2015,16,62,2,Denver,Leaf Blower,202
1289,11-07-2015,17,46,3,Las Vegas,Safe,115
1290,11-07-2015,2,60,1,Cincinnati,Portable Drill,195
1291,11-07-2015,1,23,2,New York,Printer Toner,85
1292,11-07-2015,11,1,3,Atlanta,Large Towel,9
1293,11-07-2015,19,70,2,Los Angeles,Door Lock,117
1294,11-07-2015,8,10,3,Philadelphia,Toilet Paper,19
1295,11-07-2015,17,68,3,Las Vegas,Window Screen,30
1296,11-07-2015,9,71,1,Richmond,Hammer,17
1297,12-07-2015,6,70,1,Orlando,Door Lock,117
1298,12-07-2015,1,93,2,New York,Terminal,85
1299,12-07-2015,20,43,2,San Francisco,Table Lamp,38
1300,12-07-2015,9,58,3,Richmond,Mirror,85
1301,12-07-2015,18,42,1,Phoenix,Reading Chair,70
1302,12-07-2015,14,94,1,Nashville,Monitor,70
1303,13-07-2015,4,24,3,Seattle,Envelopes (Letter),24
1304,13-07-2015,14,87,1,Nashville,End Table,30
1305,13-07-2015,20,79,1,San Francisco,Coffee Table,103
1306,13-07-2015,16,19,3,Denver,Light Bulb,17
1307,13-07-2015,3,3,1,Portland,Washcloth,3
1308,13-07-2015,16,21,2,Denver,Printer Paper,50
1309,13-07-2015,17,72,2,Las Vegas,Nails,12
1310,13-07-2015,7,29,3,Boston,Erasable Markers,6
1311,13-07-2015,1,6,3,New York,Conditioner,40
1312,14-07-2015,11,39,1,Atlanta,Alarm Clock,45
1313,14-07-2015,11,77,3,Atlanta,Large Area Rug,40
1314,14-07-2015,10,88,1,Arlington,Serving Tray,6
1315,14-07-2015,4,44,3,Seattle,Floor Lamp,55
1316,14-07-2015,15,70,1,Chicago,Door Lock,117
1317,14-07-2015,9,8,1,Richmond,Bath Soap,35
1318,14-07-2015,17,64,3,Las Vegas,Gaffer's Tape,27
1319,15-07-2015,13,83,1,New Orleans,Bar Stool,60
1320,15-07-2015,4,3,2,Seattle,Washcloth,3
1321,15-07-2015,7,20,3,Boston,Pens,30
1322,15-07-2015,9,81,3,Richmond,Flyer Holder,3
1323,15-07-2015,6,89,3,Orlando,Photograph,45
1324,16-07-2015,20,91,2,San Francisco,Small Sign,14
1325,16-07-2015,19,4,1,Los Angeles,Shampoo,40
1326,16-07-2015,4,32,2,Seattle,Note Pads,14
1327,16-07-2015,20,1,2,San Francisco,Large Towel,9
1328,17-07-2015,20,13,1,San Francisco,Bed Sheet (Double),20
1329,17-07-2015,18,6,1,Phoenix,Conditioner,40
1330,17-07-2015,1,63,2,New York,Duct Tape,27
1331,17-07-2015,1,40,3,New York,Coffee Maker,119
1332,17-07-2015,8,5,3,Philadelphia,Moisturizer,40
1333,17-07-2015,6,39,2,Orlando,Alarm Clock,45
1334,18-07-2015,9,62,2,Richmond,Leaf Blower,202
1335,18-07-2015,14,1,1,Nashville,Large Towel,9
1336,18-07-2015,2,57,1,Cincinnati,Wireless Router,70
1337,18-07-2015,5,26,2,Kansas City,Envelopes (Catalog),13
1338,18-07-2015,1,84,2,New York,Tall Chair,75
1339,18-07-2015,18,60,2,Phoenix,Portable Drill,195
1340,18-07-2015,1,47,1,New York,Swivel Chair,75
1341,19-07-2015,13,9,3,New Orleans,Tissues,14
1342,19-07-2015,20,3,2,San Francisco,Washcloth,3
1343,19-07-2015,7,31,3,Boston,Sticky Notes,20
1344,19-07-2015,19,32,1,Los Angeles,Note Pads,14
1345,19-07-2015,9,48,3,Richmond,Side Table,40
1346,19-07-2015,9,62,3,Richmond,Leaf Blower,202
1347,19-07-2015,9,35,1,Richmond,Tissue Box,25
1348,19-07-2015,1,34,3,New York,Shower Curtain,5
1349,19-07-2015,16,2,2,Denver,Hand Towel,5
1350,20-07-2015,5,21,3,Kansas City,Printer Paper,50
1351,20-07-2015,12,29,2,Dallas,Erasable Markers,6
1352,20-07-2015,20,13,1,San Francisco,Bed Sheet (Double),20
1353,20-07-2015,19,12,3,Los Angeles,Bed Sheet (King),29
1354,21-07-2015,7,31,3,Boston,Sticky Notes,20
1355,21-07-2015,14,32,1,Nashville,Note Pads,14
1356,21-07-2015,6,38,1,Orlando,Bed (Double),250
1357,21-07-2015,4,22,1,Seattle,Paper Clips,3
1358,21-07-2015,10,87,2,Arlington,End Table,30
1359,21-07-2015,11,26,2,Atlanta,Envelopes (Catalog),13
1360,21-07-2015,1,22,1,New York,Paper Clips,3
1361,21-07-2015,10,54,1,Arlington,Chest of Drawers,150
1362,21-07-2015,1,24,1,New York,Envelopes (Letter),24
1363,22-07-2015,19,49,3,Los Angeles,Large Vase,27
1364,22-07-2015,13,19,3,New Orleans,Light Bulb,17
1365,22-07-2015,16,2,1,Denver,Hand Towel,5
1366,22-07-2015,9,29,3,Richmond,Erasable Markers,6
1367,22-07-2015,15,87,3,Chicago,End Table,30
1368,22-07-2015,10,42,2,Arlington,Reading Chair,70
1369,22-07-2015,3,50,1,Portland,Small Vase,33
1370,22-07-2015,4,82,1,Seattle,Business Cards,60
1371,23-07-2015,11,76,2,Atlanta,Ficus,80
1372,23-07-2015,20,19,3,San Francisco,Light Bulb,17
1373,23-07-2015,3,89,2,Portland,Photograph,45
1374,23-07-2015,1,11,3,New York,Shower Cap,10
1375,23-07-2015,12,56,2,Dallas,Telephone,38
1376,23-07-2015,16,59,3,Denver,Screws,14
1377,23-07-2015,17,94,2,Las Vegas,Monitor,70
1378,23-07-2015,14,41,3,Nashville,Office Chair,85
1379,23-07-2015,10,44,3,Arlington,Floor Lamp,55
1380,23-07-2015,15,17,1,Chicago,Clothes Hanger,18
1381,24-07-2015,5,17,1,Kansas City,Clothes Hanger,18
1382,24-07-2015,7,24,1,Boston,Envelopes (Letter),24
1383,24-07-2015,20,1,1,San Francisco,Large Towel,9
1384,24-07-2015,2,94,3,Cincinnati,Monitor,70
1385,24-07-2015,4,63,1,Seattle,Duct Tape,27
1386,24-07-2015,1,87,2,New York,End Table,30
1387,25-07-2015,11,65,1,Atlanta,Ladder,89
1388,25-07-2015,3,57,3,Portland,Wireless Router,70
1389,25-07-2015,7,15,2,Boston,Drinking Glass,24
1390,25-07-2015,5,84,2,Kansas City,Tall Chair,75
1391,25-07-2015,8,65,3,Philadelphia,Ladder,89
1392,25-07-2015,13,87,3,New Orleans,End Table,30
1393,25-07-2015,4,18,1,Seattle,Coffee Cup,24
1394,25-07-2015,14,85,1,Nashville,Low Chair,80
1395,26-07-2015,7,94,3,Boston,Monitor,70
1396,26-07-2015,6,54,2,Orlando,Chest of Drawers,150
1397,26-07-2015,12,62,1,Dallas,Leaf Blower,202
1398,26-07-2015,5,14,2,Kansas City,Pillowcase,15
1399,26-07-2015,19,1,2,Los Angeles,Large Towel,9
1400,26-07-2015,19,47,3,Los Angeles,Swivel Chair,75
1401,26-07-2015,19,64,3,Los Angeles,Gaffer's Tape,27
1402,27-07-2015,20,40,3,San Francisco,Coffee Maker,119
1403,27-07-2015,6,94,2,Orlando,Monitor,70
1404,27-07-2015,2,25,2,Cincinnati,Envelopes (Legal),28
1405,27-07-2015,19,70,2,Los Angeles,Door Lock,117
1406,27-07-2015,11,28,1,Atlanta,Staples,8
1407,27-07-2015,12,5,3,Dallas,Moisturizer,40
1408,27-07-2015,13,42,3,New Orleans,Reading Chair,70
1409,27-07-2015,3,21,2,Portland,Printer Paper,50
1410,27-07-2015,9,49,1,Richmond,Large Vase,27
1411,28-07-2015,9,53,2,Richmond,Iron,20
1412,28-07-2015,6,58,1,Orlando,Mirror,85
1413,28-07-2015,11,77,3,Atlanta,Large Area Rug,40
1414,29-07-2015,10,65,2,Arlington,Ladder,89
1415,29-07-2015,7,36,1,Boston,Armoire,115
1416,29-07-2015,17,84,3,Las Vegas,Tall Chair,75
1417,29-07-2015,14,81,1,Nashville,Flyer Holder,3
1418,29-07-2015,11,84,3,Atlanta,Tall Chair,75
1419,29-07-2015,16,17,2,Denver,Clothes Hanger,18
1420,29-07-2015,13,51,2,New Orleans,Painting,85
1421,30-07-2015,9,78,3,Richmond,Small Area Rug,20
1422,30-07-2015,4,45,1,Seattle,Computer Desk,102
1423,30-07-2015,11,49,3,Atlanta,Large Vase,27
1424,30-07-2015,2,90,2,Cincinnati,Luggage Cart,138
1425,30-07-2015,4,21,1,Seattle,Printer Paper,50
1426,30-07-2015,4,30,3,Seattle,Permanent Markers,6
1427,30-07-2015,3,79,1,Portland,Coffee Table,103
1428,31-07-2015,18,82,3,Phoenix,Business Cards,60
1429,31-07-2015,4,15,1,Seattle,Drinking Glass,24
1430,31-07-2015,11,51,3,Atlanta,Painting,85
1431,31-07-2015,2,88,1,Cincinnati,Serving Tray,6
1432,31-07-2015,10,68,1,Arlington,Window Screen,30
1433,01-08-2015,6,78,3,Orlando,Small Area Rug,20
1434,01-08-2015,13,65,3,New Orleans,Ladder,89
1435,01-08-2015,10,17,2,Arlington,Clothes Hanger,18
1436,01-08-2015,20,59,2,San Francisco,Screws,14
1437,01-08-2015,4,20,1,Seattle,Pens,30
1438,01-08-2015,6,32,2,Orlando,Note Pads,14
1439,02-08-2015,6,92,2,Orlando,Large Sign,20
1440,02-08-2015,6,75,2,Orlando,Small Plant,25
1441,03-08-2015,17,70,1,Las Vegas,Door Lock,117
1442,03-08-2015,17,91,3,Las Vegas,Small Sign,14
1443,03-08-2015,19,27,2,Los Angeles,Invisible Tape,8
1444,03-08-2015,17,74,3,Las Vegas,Large Plant,35
1445,03-08-2015,13,19,2,New Orleans,Light Bulb,17
1446,04-08-2015,16,31,1,Denver,Sticky Notes,20
1447,04-08-2015,15,11,2,Chicago,Shower Cap,10
1448,04-08-2015,6,5,1,Orlando,Moisturizer,40
1449,04-08-2015,15,70,2,Chicago,Door Lock,117
1450,05-08-2015,11,16,1,Atlanta,Mouthwash,40
1451,05-08-2015,1,18,1,New York,Coffee Cup,24
1452,05-08-2015,13,79,3,New Orleans,Coffee Table,103
1453,05-08-2015,20,29,3,San Francisco,Erasable Markers,6
1454,05-08-2015,6,87,2,Orlando,End Table,30
1455,05-08-2015,16,72,2,Denver,Nails,12
1456,05-08-2015,20,29,1,San Francisco,Erasable Markers,6
1457,05-08-2015,8,90,3,Philadelphia,Luggage Cart,138
1458,05-08-2015,19,87,1,Los Angeles,End Table,30
1459,06-08-2015,6,15,1,Orlando,Drinking Glass,24
1460,06-08-2015,11,91,3,Atlanta,Small Sign,14
1461,06-08-2015,4,12,1,Seattle,Bed Sheet (King),29
1462,06-08-2015,8,31,3,Philadelphia,Sticky Notes,20
1463,06-08-2015,20,61,2,San Francisco,Tape Measure,8
1464,06-08-2015,7,41,3,Boston,Office Chair,85
1465,06-08-2015,20,27,3,San Francisco,Invisible Tape,8
1466,06-08-2015,9,70,1,Richmond,Door Lock,117
1467,07-08-2015,14,52,2,Nashville,Ironing Board,18
1468,07-08-2015,20,4,3,San Francisco,Shampoo,40
1469,07-08-2015,17,49,3,Las Vegas,Large Vase,27
1470,07-08-2015,11,16,1,Atlanta,Mouthwash,40
1471,08-08-2015,13,8,3,New Orleans,Bath Soap,35
1472,08-08-2015,2,38,1,Cincinnati,Bed (Double),250
1473,08-08-2015,19,47,2,Los Angeles,Swivel Chair,75
1474,08-08-2015,15,3,3,Chicago,Washcloth,3
1475,08-08-2015,12,20,2,Dallas,Pens,30
1476,08-08-2015,5,66,2,Kansas City,Wood Glue,21
1477,08-08-2015,3,54,3,Portland,Chest of Drawers,150
1478,09-08-2015,12,55,2,Dallas,Television,200
1479,09-08-2015,8,45,3,Philadelphia,Computer Desk,102
1480,09-08-2015,5,79,3,Kansas City,Coffee Table,103
1481,09-08-2015,18,10,1,Phoenix,Toilet Paper,19
1482,10-08-2015,20,39,1,San Francisco,Alarm Clock,45
1483,10-08-2015,2,69,2,Cincinnati,Door Knob,41
1484,10-08-2015,1,1,2,New York,Large Towel,9
1485,10-08-2015,17,87,1,Las Vegas,End Table,30
1486,10-08-2015,14,52,1,Nashville,Ironing Board,18
1487,10-08-2015,8,2,3,Philadelphia,Hand Towel,5
1488,10-08-2015,20,18,3,San Francisco,Coffee Cup,24
1489,10-08-2015,3,84,2,Portland,Tall Chair,75
1490,10-08-2015,6,55,1,Orlando,Television,200
1491,11-08-2015,9,49,3,Richmond,Large Vase,27
1492,11-08-2015,12,79,1,Dallas,Coffee Table,103
1493,11-08-2015,17,28,3,Las Vegas,Staples,8
1494,11-08-2015,13,8,2,New Orleans,Bath Soap,35
1495,11-08-2015,10,5,3,Arlington,Moisturizer,40
1496,11-08-2015,3,83,2,Portland,Bar Stool,60
1497,11-08-2015,16,54,2,Denver,Chest of Drawers,150
1498,11-08-2015,16,65,2,Denver,Ladder,89
1499,11-08-2015,19,75,1,Los Angeles,Small Plant,25
1500,11-08-2015,14,65,1,Nashville,Ladder,89
1501,12-08-2015,18,21,1,Phoenix,Printer Paper,50
1502,12-08-2015,13,3,3,New Orleans,Washcloth,3
1503,12-08-2015,6,54,2,Orlando,Chest of Drawers,150
1504,12-08-2015,9,76,1,Richmond,Ficus,80
1505,12-08-2015,6,38,3,Orlando,Bed (Double),250
1506,12-08-2015,17,77,1,Las Vegas,Large Area Rug,40
1507,12-08-2015,18,60,2,Phoenix,Portable Drill,195
1508,12-08-2015,6,33,2,Orlando,Towel Rack,10
1509,12-08-2015,10,59,2,Arlington,Screws,14
1510,12-08-2015,17,78,1,Las Vegas,Small Area Rug,20
1511,12-08-2015,1,54,1,New York,Chest of Drawers,150
1512,13-08-2015,6,50,3,Orlando,Small Vase,33
1513,13-08-2015,5,82,3,Kansas City,Business Cards,60
1514,13-08-2015,11,45,1,Atlanta,Computer Desk,102
1515,13-08-2015,7,40,3,Boston,Coffee Maker,119
1516,13-08-2015,12,30,3,Dallas,Permanent Markers,6
1517,13-08-2015,14,86,2,Nashville,Sofa,215
1518,13-08-2015,7,53,3,Boston,Iron,20
1519,13-08-2015,12,19,3,Dallas,Light Bulb,17
1520,13-08-2015,1,4,3,New York,Shampoo,40
1521,13-08-2015,5,30,2,Kansas City,Permanent Markers,6
1522,14-08-2015,19,55,2,Los Angeles,Television,200
1523,14-08-2015,4,16,1,Seattle,Mouthwash,40
1524,14-08-2015,11,11,2,Atlanta,Shower Cap,10
1525,14-08-2015,3,82,3,Portland,Business Cards,60
1526,14-08-2015,14,78,2,Nashville,Small Area Rug,20
1527,14-08-2015,1,7,3,New York,Hand Soap,35
1528,14-08-2015,8,72,3,Philadelphia,Nails,12
1529,14-08-2015,18,78,1,Phoenix,Small Area Rug,20
1530,15-08-2015,19,52,2,Los Angeles,Ironing Board,18
1531,15-08-2015,20,52,3,San Francisco,Ironing Board,18
1532,15-08-2015,1,85,3,New York,Low Chair,80
1533,15-08-2015,8,10,2,Philadelphia,Toilet Paper,19
1534,15-08-2015,18,31,1,Phoenix,Sticky Notes,20
1535,15-08-2015,13,91,1,New Orleans,Small Sign,14
1536,15-08-2015,12,19,2,Dallas,Light Bulb,17
1537,15-08-2015,2,41,2,Cincinnati,Office Chair,85
1538,15-08-2015,6,32,3,Orlando,Note Pads,14
1539,16-08-2015,16,94,2,Denver,Monitor,70
1540,16-08-2015,20,6,1,San Francisco,Conditioner,40
1541,16-08-2015,15,48,2,Chicago,Side Table,40
1542,16-08-2015,6,17,2,Orlando,Clothes Hanger,18
1543,16-08-2015,18,75,1,Phoenix,Small Plant,25
1544,16-08-2015,5,45,1,Kansas City,Computer Desk,102
1545,16-08-2015,1,61,3,New York,Tape Measure,8
1546,16-08-2015,20,70,1,San Francisco,Door Lock,117
1547,16-08-2015,20,60,2,San Francisco,Portable Drill,195
1548,16-08-2015,1,38,3,New York,Bed (Double),250
1549,16-08-2015,14,25,1,Nashville,Envelopes (Legal),28
1550,16-08-2015,6,41,1,Orlando,Office Chair,85
1551,17-08-2015,3,93,1,Portland,Terminal,85
1552,17-08-2015,11,35,2,Atlanta,Tissue Box,25
1553,17-08-2015,10,74,2,Arlington,Large Plant,35
1554,17-08-2015,2,52,3,Cincinnati,Ironing Board,18
1555,17-08-2015,2,1,3,Cincinnati,Large Towel,9
1556,17-08-2015,14,31,1,Nashville,Sticky Notes,20
1557,17-08-2015,20,14,1,San Francisco,Pillowcase,15
1558,17-08-2015,16,52,2,Denver,Ironing Board,18
1559,17-08-2015,19,13,3,Los Angeles,Bed Sheet (Double),20
1560,17-08-2015,1,76,2,New York,Ficus,80
1561,18-08-2015,1,92,2,New York,Large Sign,20
1562,18-08-2015,4,79,2,Seattle,Coffee Table,103
1563,18-08-2015,7,14,3,Boston,Pillowcase,15
1564,18-08-2015,10,1,1,Arlington,Large Towel,9
1565,18-08-2015,2,9,3,Cincinnati,Tissues,14
1566,18-08-2015,6,88,1,Orlando,Serving Tray,6
1567,18-08-2015,18,80,2,Phoenix,Poster Stand,27
1568,18-08-2015,2,31,3,Cincinnati,Sticky Notes,20
1569,18-08-2015,13,33,2,New Orleans,Towel Rack,10
1570,19-08-2015,17,18,1,Las Vegas,Coffee Cup,24
1571,19-08-2015,10,87,3,Arlington,End Table,30
1572,19-08-2015,3,49,2,Portland,Large Vase,27
1573,19-08-2015,20,87,3,San Francisco,End Table,30
1574,19-08-2015,19,25,3,Los Angeles,Envelopes (Legal),28
1575,19-08-2015,1,37,2,New York,Bed (King),300
1576,20-08-2015,14,45,3,Nashville,Computer Desk,102
1577,20-08-2015,6,79,1,Orlando,Coffee Table,103
1578,20-08-2015,7,6,3,Boston,Conditioner,40
1579,20-08-2015,17,27,2,Las Vegas,Invisible Tape,8
1580,20-08-2015,17,65,1,Las Vegas,Ladder,89
1581,20-08-2015,20,37,2,San Francisco,Bed (King),300
1582,20-08-2015,17,85,2,Las Vegas,Low Chair,80
1583,20-08-2015,6,13,1,Orlando,Bed Sheet (Double),20
1584,20-08-2015,20,69,1,San Francisco,Door Knob,41
1585,20-08-2015,6,78,2,Orlando,Small Area Rug,20
1586,20-08-2015,19,88,2,Los Angeles,Serving Tray,6
1587,20-08-2015,20,82,3,San Francisco,Business Cards,60
1588,20-08-2015,10,88,1,Arlington,Serving Tray,6
1589,21-08-2015,13,51,1,New Orleans,Painting,85
1590,21-08-2015,17,93,1,Las Vegas,Terminal,85
1591,21-08-2015,12,69,1,Dallas,Door Knob,41
1592,21-08-2015,8,50,3,Philadelphia,Small Vase,33
1593,21-08-2015,11,45,1,Atlanta,Computer Desk,102
1594,21-08-2015,8,77,1,Philadelphia,Large Area Rug,40
1595,22-08-2015,9,42,3,Richmond,Reading Chair,70
1596,22-08-2015,14,88,2,Nashville,Serving Tray,6
1597,22-08-2015,6,44,3,Orlando,Floor Lamp,55
1598,22-08-2015,17,41,3,Las Vegas,Office Chair,85
1599,22-08-2015,11,90,2,Atlanta,Luggage Cart,138
1600,22-08-2015,11,61,2,Atlanta,Tape Measure,8
1601,23-08-2015,19,8,2,Los Angeles,Bath Soap,35
1602,23-08-2015,8,26,2,Philadelphia,Envelopes (Catalog),13
1603,23-08-2015,5,85,3,Kansas City,Low Chair,80
1604,23-08-2015,15,23,1,Chicago,Printer Toner,85
1605,23-08-2015,1,73,1,New York,Mop,15
1606,23-08-2015,19,6,2,Los Angeles,Conditioner,40
1607,23-08-2015,20,78,3,San Francisco,Small Area Rug,20
1608,23-08-2015,13,21,1,New Orleans,Printer Paper,50
1609,23-08-2015,19,81,2,Los Angeles,Flyer Holder,3
1610,23-08-2015,13,23,1,New Orleans,Printer Toner,85
1611,24-08-2015,7,81,2,Boston,Flyer Holder,3
1612,24-08-2015,4,64,3,Seattle,Gaffer's Tape,27
1613,24-08-2015,14,78,3,Nashville,Small Area Rug,20
1614,24-08-2015,17,34,1,Las Vegas,Shower Curtain,5
1615,24-08-2015,13,68,3,New Orleans,Window Screen,30
1616,24-08-2015,15,14,2,Chicago,Pillowcase,15
1617,24-08-2015,16,53,3,Denver,Iron,20
1618,25-08-2015,14,33,2,Nashville,Towel Rack,10
1619,25-08-2015,2,89,1,Cincinnati,Photograph,45
1620,25-08-2015,11,82,1,Atlanta,Business Cards,60
1621,25-08-2015,1,14,3,New York,Pillowcase,15
1622,25-08-2015,11,36,2,Atlanta,Armoire,115
1623,25-08-2015,3,5,3,Portland,Moisturizer,40
1624,25-08-2015,8,32,2,Philadelphia,Note Pads,14
1625,25-08-2015,17,17,2,Las Vegas,Clothes Hanger,18
1626,25-08-2015,15,49,1,Chicago,Large Vase,27
1627,25-08-2015,3,45,3,Portland,Computer Desk,102
1628,26-08-2015,20,20,3,San Francisco,Pens,30
1629,26-08-2015,7,92,3,Boston,Large Sign,20
1630,26-08-2015,1,24,2,New York,Envelopes (Letter),24
1631,26-08-2015,2,42,3,Cincinnati,Reading Chair,70
1632,26-08-2015,3,21,1,Portland,Printer Paper,50
1633,26-08-2015,10,20,1,Arlington,Pens,30
1634,26-08-2015,6,24,2,Orlando,Envelopes (Letter),24
1635,26-08-2015,2,40,2,Cincinnati,Coffee Maker,119
1636,26-08-2015,8,53,1,Philadelphia,Iron,20
1637,27-08-2015,14,55,3,Nashville,Television,200
1638,27-08-2015,9,18,3,Richmond,Coffee Cup,24
1639,27-08-2015,5,75,1,Kansas City,Small Plant,25
1640,27-08-2015,5,53,2,Kansas City,Iron,20
1641,27-08-2015,5,36,1,Kansas City,Armoire,115
1642,27-08-2015,10,85,2,Arlington,Low Chair,80
1643,28-08-2015,1,48,2,New York,Side Table,40
1644,29-08-2015,8,10,3,Philadelphia,Toilet Paper,19
1645,29-08-2015,1,20,1,New York,Pens,30
1646,30-08-2015,1,30,2,New York,Permanent Markers,6
1647,30-08-2015,2,82,2,Cincinnati,Business Cards,60
1648,30-08-2015,15,30,1,Chicago,Permanent Markers,6
1649,30-08-2015,15,64,2,Chicago,Gaffer's Tape,27
1650,30-08-2015,17,2,1,Las Vegas,Hand Towel,5
1651,30-08-2015,16,1,3,Denver,Large Towel,9
1652,30-08-2015,14,57,2,Nashville,Wireless Router,70
1653,30-08-2015,2,79,2,Cincinnati,Coffee Table,103
1654,30-08-2015,18,34,3,Phoenix,Shower Curtain,5
1655,30-08-2015,17,70,2,Las Vegas,Door Lock,117
1656,31-08-2015,4,1,1,Seattle,Large Towel,9
1657,31-08-2015,8,23,2,Philadelphia,Printer Toner,85
1658,31-08-2015,15,84,2,Chicago,Tall Chair,75
1659,31-08-2015,4,21,1,Seattle,Printer Paper,50
1660,31-08-2015,2,71,3,Cincinnati,Hammer,17
1661,01-09-2015,15,68,2,Chicago,Window Screen,30
1662,01-09-2015,15,71,2,Chicago,Hammer,17
1663,01-09-2015,17,6,1,Las Vegas,Conditioner,40
1664,01-09-2015,19,68,3,Los Angeles,Window Screen,30
1665,01-09-2015,10,85,2,Arlington,Low Chair,80
1666,02-09-2015,5,84,2,Kansas City,Tall Chair,75
1667,02-09-2015,14,86,2,Nashville,Sofa,215
1668,02-09-2015,9,26,1,Richmond,Envelopes (Catalog),13
1669,02-09-2015,20,64,2,San Francisco,Gaffer's Tape,27
1670,02-09-2015,4,25,2,Seattle,Envelopes (Legal),28
1671,02-09-2015,20,84,2,San Francisco,Tall Chair,75
1672,02-09-2015,9,50,2,Richmond,Small Vase,33
1673,02-09-2015,19,19,1,Los Angeles,Light Bulb,17
1674,02-09-2015,18,2,3,Phoenix,Hand Towel,5
1675,02-09-2015,3,91,3,Portland,Small Sign,14
1676,02-09-2015,20,46,3,San Francisco,Safe,115
1677,02-09-2015,13,90,2,New Orleans,Luggage Cart,138
1678,02-09-2015,16,6,2,Denver,Conditioner,40
1679,03-09-2015,6,4,1,Orlando,Shampoo,40
1680,03-09-2015,4,3,1,Seattle,Washcloth,3
1681,03-09-2015,20,79,2,San Francisco,Coffee Table,103
1682,03-09-2015,13,60,2,New Orleans,Portable Drill,195
1683,03-09-2015,9,73,1,Richmond,Mop,15
1684,03-09-2015,5,61,1,Kansas City,Tape Measure,8
1685,04-09-2015,6,78,3,Orlando,Small Area Rug,20
1686,04-09-2015,14,4,2,Nashville,Shampoo,40
1687,04-09-2015,14,4,1,Nashville,Shampoo,40
1688,04-09-2015,12,20,2,Dallas,Pens,30
1689,04-09-2015,16,46,1,Denver,Safe,115
1690,04-09-2015,2,7,1,Cincinnati,Hand Soap,35
1691,04-09-2015,4,77,2,Seattle,Large Area Rug,40
1692,05-09-2015,7,80,3,Boston,Poster Stand,27
1693,05-09-2015,12,35,1,Dallas,Tissue Box,25
1694,05-09-2015,16,2,1,Denver,Hand Towel,5
1695,05-09-2015,7,71,2,Boston,Hammer,17
1696,05-09-2015,12,83,1,Dallas,Bar Stool,60
1697,06-09-2015,14,59,3,Nashville,Screws,14
1698,06-09-2015,20,4,3,San Francisco,Shampoo,40
1699,06-09-2015,4,66,1,Seattle,Wood Glue,21
1700,06-09-2015,2,24,3,Cincinnati,Envelopes (Letter),24
1701,06-09-2015,2,94,3,Cincinnati,Monitor,70
1702,06-09-2015,3,26,2,Portland,Envelopes (Catalog),13
1703,06-09-2015,15,61,2,Chicago,Tape Measure,8
1704,06-09-2015,20,38,2,San Francisco,Bed (Double),250
1705,06-09-2015,1,7,3,New York,Hand Soap,35
1706,06-09-2015,8,55,2,Philadelphia,Television,200
1707,07-09-2015,13,6,1,New Orleans,Conditioner,40
1708,07-09-2015,2,44,2,Cincinnati,Floor Lamp,55
1709,07-09-2015,18,71,1,Phoenix,Hammer,17
1710,07-09-2015,12,62,2,Dallas,Leaf Blower,202
1711,07-09-2015,4,87,2,Seattle,End Table,30
1712,07-09-2015,17,72,3,Las Vegas,Nails,12
1713,07-09-2015,12,27,2,Dallas,Invisible Tape,8
1714,08-09-2015,3,28,3,Portland,Staples,8
1715,08-09-2015,2,26,3,Cincinnati,Envelopes (Catalog),13
